-0.037689	-0.026245	-0.022888
-0.037994	-0.025024	-0.022125
-0.036163	-0.025635	-0.024261
-0.038300	-0.025024	-0.022583
-0.037994	-0.027008	-0.021057
-0.040283	-0.024109	-0.021667
-0.035400	-0.024109	-0.021515
-0.039520	-0.026093	-0.023499
-0.037231	-0.027313	-0.023499
-0.039978	-0.026703	-0.021057
-0.037689	-0.026703	-0.023804
-0.039825	-0.025940	-0.023041
-0.039978	-0.027618	-0.020752
-0.039215	-0.028534	-0.020294
-0.037994	-0.024872	-0.023041
-0.039673	-0.027161	-0.023651
-0.040436	-0.027618	-0.024719
-0.041046	-0.028992	-0.022583
-0.040131	-0.027008	-0.024261
-0.037231	-0.025940	-0.021362
-0.037537	-0.024261	-0.021515
-0.038452	-0.027466	-0.023193
-0.039978	-0.028229	-0.025330
-0.038757	-0.027161	-0.022736
-0.036469	-0.025330	-0.021667
0.109863	0.152893	-0.041504
0.198364	-0.027771	-0.337067
0.242920	0.037079	-0.239716
0.268860	-0.150299	0.604248
-0.814514	0.513763	-0.982819
0.194244	-0.004425	1.313782
0.403290	-0.030365	-0.057526
1.148987	-0.232239	-0.461121
1.691895	-0.139160	-0.083313
0.578156	-0.305786	1.366577
1.594849	0.027771	0.445251
1.592865	-0.144653	0.093231
1.459503	-0.188293	-0.145111
0.017548	-0.209045	-0.984497
-1.090088	0.520172	-0.706329
-0.651245	0.646973	-0.394287
0.541840	0.077515	0.335693
1.324921	-0.324707	-0.483551
-1.506500	-0.251465	-1.654968
-0.463257	-0.209656	-0.247040
1.356506	-0.315552	-0.372620
-1.305389	0.206757	-1.000519
0.722046	0.536652	1.145477
0.301971	0.198822	0.277252
-0.509338	0.305634	0.737610
0.705109	-0.356903	-1.246338
-0.526886	0.253296	0.169830
0.267487	-0.359344	-0.364380
0.024414	-0.130005	0.773926
-1.504974	0.058136	-1.308136
0.550995	-0.619812	0.123444
-1.151581	-0.338745	-0.721741
-0.710907	0.155640	-1.002655
0.135193	-0.691681	-0.518799
-0.001984	-0.199890	0.236816
0.055847	0.606842	-0.282440
0.189362	0.755157	0.334015
0.144806	-0.806732	-0.884857
0.269928	-0.397491	-0.128021
-0.270538	-0.641785	-0.267487
-0.141449	-0.343933	0.806274
-0.095215	-0.245819	0.914459
-0.236511	0.247040	-0.503998
-0.148315	-0.288849	-0.796204
0.010223	-0.261383	-0.479736
0.560913	0.259857	-0.184784
0.113373	-0.370941	-0.544891
0.163422	0.645752	0.417328
-0.499878	-1.382599	-1.079407
-1.090698	-0.503082	-0.828705
-0.045929	0.230560	0.663300
1.004944	0.292664	-0.363617
0.198822	0.011292	-1.680908
-1.293488	-0.958252	-1.552277
-0.821228	-0.084686	0.219879
-0.524139	0.101929	-0.190887
-0.556641	-0.519257	-0.165405
0.551147	0.783691	0.468750
-0.877686	-0.899048	-0.968781
0.218658	0.200043	0.361481
-0.165710	0.432892	0.486603
0.146484	0.742035	-1.262054
0.834045	0.179901	0.449371
-0.171509	-0.022278	-0.870972
-0.047150	-0.086365	-0.048523
-0.002899	0.175323	0.348816
0.215912	-0.055237	0.550385
-0.205688	-0.084076	-0.616455
-0.184937	-0.184326	-1.354218
-0.031891	0.117493	-0.316315
-0.033722	-0.015869	0.267029
0.092316	0.062714	1.281586
0.079346	-0.113678	0.732727
-0.008850	-0.349274	0.034790
-0.038605	-0.388184	0.225525
-0.117187	1.026764	-0.569916
-0.449219	-1.642151	-0.516357
-0.281830	0.495300	0.809479
